person_id,transcript
23880,"wig, (look at the frontispiece if you want to see how he did it,) he did
"
40038,"‘Stolen!’ the King exclaimed, turning to the jury, who instantly made a
"
29250,"
"
36008,"this bottle does. I do hope it’ll make me grow large again, for really
"
47664,"
"
10680,"
"
63152,"a VERY turn-up nose, much more like a snout than a real nose; also its
"
19341,"
"
23097,"book her sister was reading, but it had no pictures or conversations in
"
71185,"Gryphon.
"
61986,"The Dormouse again took a minute or two to think about it, and then
"
77433,"
"
82678,"was beating her violently with its wings.
"
50047,"
"
39346,"And so she went on, taking first one side and then the other, and making
"
14421,"dry me at all.’
"
93538,"tail about in a melancholy way, being quite unable to move. She soon got
"
48399,"diamonds, and walked two and two, as the soldiers did. After these came
"
27923,"little way forwards each time and a long way back, and barking hoarsely
"
63173,"‘It is wrong from beginning to end,’ said the Caterpillar decidedly, and
"
70059,"the royal children; there were ten of them, and the little dears came
"
13189,"court.
"
33596,"introduce it.’
"
43434,"CHAPTER X. The Lobster Quadrille
"
38795,"The Hatter opened his eyes very wide on hearing this; but all he SAID
"
48997,"vanishing so suddenly: you make one quite giddy.’
"
62398,"
"
27483,"
"
40704,"   ‘In my youth,’ Father William replied to his son,
"
18497,"those long words, and, what’s more, I don’t believe you do either!’ And
"
17623,"
"
28857,"
"
19018,"
"
94828,"This did not seem to encourage the witness at all: he kept shifting
"
99043,"On this the White Rabbit blew three blasts on the trumpet, and then
"
34651,"appeared; but she ran off as hard as she could, and soon found herself
"
96357,"of tears, ‘I do wish they WOULD put their heads down! I am so VERY tired
"
95241,"them Alice recognised the White Rabbit: it was talking in a hurried
"
58113,"‘Mine is a long and a sad tale!’ said the Mouse, turning to Alice, and
"
93969,"  Was kindly permitted to pocket the spoon:
"
80421,"‘It goes on, you know,’ the Hatter continued, ‘in this way:--
"
54419,"
"
56384,"‘You may not have lived much under the sea--’ [‘I haven’t,’ said
"
40832,"other side of the court.
"
28500,"
"
15376,"perfectly idiotic!’ And she opened the door and went in.
"
75736,"‘There might be some sense in your knocking,’ the Footman went on
"
60418,"
"
75357,"‘I never went to him,’ the Mock Turtle said with a sigh: ‘he taught
"
49236,"
"
85615,"to ask.
"
38178,"with his tea spoon at the March Hare,) ‘--it was at the great concert
"
78304,"now? That’ll be a comfort, one way--never to be an old woman--but
"
55954,"
"
15851,"‘You might just as well say,’ added the March Hare, ‘that “I like what I
"
56806,"her a good deal until she made out what it was: she was beginning to
"
86790,"voice, ‘Why the fact is, you see, Miss, this here ought to have been a
"
84921,"a doze; but, on being pinched by the Hatter, it woke up again with
"
26520,"putting things!’
"
48978,"‘Pepper, mostly,’ said the cook.
"
97857,"herself. ‘Shy, they seem to put everything upon Bill! I wouldn’t be in
"
80128,"think you could draw treacle out of a treacle-well--eh, stupid?’
"
39087,"‘It’s the thing Mock Turtle Soup is made from,’ said the Queen.
"
74233,"Alice glanced rather anxiously at the cook, to see if she meant to take
"
34236,"‘I don’t think they play at all fairly,’ Alice began, in rather a
"
60312,"
"
20126,"on.’
"
91269,"(she was obliged to say ‘creatures,’ you see, because some of them were
"
45852,"
"
70112,"‘Ah, well! It means much the same thing,’ said the Duchess, digging her
"
60216,"
"
53272,"to suit them!’
"
66100,"Here the Dormouse shook itself, and began singing in its sleep ‘Twinkle,
"
21022,"lullaby to it as she did so, and giving it a violent shake at the end of
"
43227,"thing is to find my way into that lovely garden. I think that will be
"
77432,"“it” means.’
"
82262,"‘I could tell you my adventures--beginning from this morning,’ said
"
13080,"‘Well, then,’ the Cat went on, ‘you see, a dog growls when it’s angry,
"
57445,"certainly did NOT, being made entirely of cardboard.)
"
40234,"mouse-traps, and the moon, and memory, and muchness--you know you say
"
29164,"There seemed to be no use in waiting by the little door, so she went
"
91949,"
"
74312,"
"
28193,"enough for it to speak with.
"
41353,"
"
67424,"‘Once upon a time there were three little sisters,’ the Dormouse began
"
22095,"set off at once, and ran till she was quite tired and out of breath, and
"
80583,"‘I wish you wouldn’t squeeze so.’ said the Dormouse, who was sitting
"
12778,"makes them so shiny?’
"
77093,"
"
83170,"Alice a little timidly: ‘but it’s no use going back to yesterday,
"
23766,"that was sitting on the top with its arms folded, quietly smoking a long
"
50207,"
"
47977,"
"
20252,"out of sight; and an old Crab took the opportunity of saying to her
"
80361,"hoarse, feeble voice: ‘I heard every word you fellows were saying.’
"
61663,"
"
57161,"
"
71912,"
"
35634,"   Pennyworth only of beautiful Soup?
"
21014,"‘Come on, then!’ roared the Queen, and Alice joined the procession,
"
82827,"childhood: and how she would gather about her other little children, and
"
40454,"
"
20981,"neck would bend about easily in any direction, like a serpent. She had
"
75304,"
"
59152,"desperate that she was ready to ask help of any one; so, when the Rabbit
"
71222,"
"
68911,"too much frightened to say a word, but slowly followed her back to the
"
76937,"
"
36759,"was over, and both the hedgehogs were out of sight: ‘but it doesn’t
"
25536,"again, no wonder she felt unhappy.
"
81379,"
"
74262,"the Conqueror, whose cause was favoured by the pope, was soon submitted
"
26181,"up and to stand on their hands and feet, to make the arches.
"
30743,"‘But I’m not used to it!’ pleaded poor Alice in a piteous tone. And
"
98424,"   But, now that I’m perfectly sure I have none,
"
54189,"Just then her head struck against the roof of the hall: in fact she was
"
25012,"
"
33600,"The Fish-Footman began by producing from under his arm a great letter,
"
36903,"finger VERY deeply with a knife, it usually bleeds; and she had never
"
34482,"
"
14579,"
"
21331,"
"
97630,"remedies--’
"
47435,"moment that it was looking for the fan and the pair of white kid gloves,
"
99262,"‘Thank you,’ said Alice, ‘it’s very interesting. I never knew so much
"
31574,"
"
55346,"is, you know. Please, Ma’am, is this New Zealand or Australia?’ (and
"
80681,"sure she would catch a bad cold if she did not get dry very soon.
"
59730,"for the moment she quite forgot how to speak good English); ‘now I’m
"
45746,"
"
74438,"‘What I was going to say,’ said the Dodo in an offended tone, ‘was, that
"
31931,"
"
78874,"
"
37730,"
"
75165,"
"
15567,"  While the Owl had the dish as its share of the treat.
"
15126,"Alice opened the door and found that it led into a small passage, not
"
22569,"[‘I only wish it was,’ the March Hare said to itself in a whisper.)
"
40525,"
"
28240,"growing, and she was quite surprised to find that she remained the same
"
59993,"‘Found WHAT?’ said the Duck.
"
11874,"have got altered.’
"
89265,"in the middle. Alice kept her eyes anxiously fixed on it, for she felt
"
27061,"‘Is that the way YOU manage?’ Alice asked.
"
36947,"
"
84163,"     “Up above the world you fly,
"
62448,"birds and animals that had fallen into it: there were a Duck and a Dodo,
"
35993,"and he went on in these words:
"
19635,"‘What size do you want to be?’ it asked.
"
79934,"‘We can do without lobsters, you know. Which shall sing?’
"
66162,"Then they both bowed low, and their curls got entangled together.
"
55686,"
"
34642,"‘Would it be of any use, now,’ thought Alice, ‘to speak to this mouse?
"
34240,"thousand miles down, I think--’ (for, you see, Alice had learnt several
"
95916,"‘Of course you don’t!’ the Hatter said, tossing his head contemptuously.
"
33912,"right height to rest her chin upon Alice’s shoulder, and it was an
"
56430,"flower-pot that stood near. The three soldiers wandered about for a
"
15657,"‘They were obliged to have him with them,’ the Mock Turtle said: ‘no
"
63072,"‘I beg your pardon,’ said Alice very humbly: ‘you had got to the fifth
"
12818,"
"
79776,"
"
33292,"
"
99934,"‘No, no! The adventures first,’ said the Gryphon in an impatient tone:
"
11455,"
"
73303,"her draw back in a hurry: a large pigeon had flown into her face, and
"
45410,"
"
78112,"tell you just now what the moral of that is, but I shall remember it in
"
10242,"chimneys were shaped like ears and the roof was thatched with fur. It
"
87248,"‘I can’t explain MYSELF, I’m afraid, sir’ said Alice, ‘because I’m not
"
89262,"
"
46322,"
"
85769,"standing before them, in chains, with a soldier on each side to guard
"
83612,"  But the snail replied “Too far, too far!” and gave a look askance--
"
50587,"‘But they were IN the well,’ Alice said to the Dormouse, not choosing to
"
47776,"off, and she swam nearer to make out what it was: at first she thought
"
71064,"
"
61001,"with a smile. There was a dead silence.
"
38423,"it ran away when it saw mine coming!’
"
96374,"window!’
"
25389,"
"
70700,"The jury all wrote down on their slates, ‘SHE doesn’t believe there’s an
"
95009,"‘Here!’ cried Alice, quite forgetting in the flurry of the moment how
"
94542,"be growing small again.’ She got up and went to the table to measure
"
61162,"rather sharply; ‘I advise you to leave off this minute!’ She generally
"
76924,"‘But who is to give the prizes?’ quite a chorus of voices asked.
"
66967,"She had not gone much farther before she came in sight of the house
"
69217,"‘ARE you to get in at all?’ said the Footman. ‘That’s the first
"
91349,"However, the Multiplication Table doesn’t signify: let’s try Geography.
"
56203,"   Pennyworth only of beautiful Soup?
"
63179,"
"
72536,"upset, and their slates and pencils had been found and handed back to
"
53562,"of him), while the rest waited in silence. At last the Dodo said,
"
68084,"
"
68003,"to the dance. So they got thrown out to sea. So they had to fall a long
"
27225,"running down his cheeks, he went on again:--
"
68388,"skimming out, straight at the Footman’s head: it just grazed his nose,
"
63092,"It did so indeed, and much sooner than she had expected: before she had
"
91006,"
"
10600,"
"
39809,"‘Why?’ said the Caterpillar.
"
96333,"In another moment down went Alice after it, never once considering how
"
14536,"
"
59364,"round, she found this a very difficult question. However, at last she
"
83865,"‘Who ARE you talking to?’ said the King, going up to Alice, and looking
"
19135,"yesterday you deserved to be beheaded!’
"
13660,"of things at all, as the game was in such confusion that she never knew
"
75688,"Alice had been looking over his shoulder with some curiosity. ‘What a
"
85744,"
"
40989,"about a whiting before.’
"
47296,"‘Shall we try another figure of the Lobster Quadrille?’ the Gryphon went
"
45403,"   Yet you balanced an eel on the end of your nose--
"
82307,"‘So they were,’ said the Dormouse; ‘VERY ill.’
"
